id,lat,lon,state,suburb,street
8093158408,-33.970356,150.8583333,NSW,Edmondson Park,Soldiers Parade
6149404692,-34.0334396,151.0732731,,,Princes Highway
6444376904,-34.0178858,151.0805261,,,Freya Street
3007866611,-33.9968174,151.0422476,,,Fowler Road
922481061,-33.980438,151.0760584,,,Mulga Road
5686459525,-34.0345703,151.1028151,,,Kingsway
11823898099,-34.0099239,151.1035857,,,
792213520,-33.9861952,151.1468869,,,The Grand Parade
1081257981,-33.9665259,151.1051259,,,
1081257996,-33.9672223,151.1022627,,,Forest Road
768580567,-33.9594429,151.15442,,,Princess Street
11834387821,-33.83502,148.6889694,,,
6067912167,-33.2827007,149.1001333,,,Summer Street
1273724974,-32.5544293,148.9430548,,,Percy Street
364050600,-33.4158641,149.581628,,,William Street
2499039583,-33.4861499,150.1537648,,,Bent Street
6199747170,-33.7873563,150.6682155,,,Town Terrace
452351363,-33.7578989,150.6925299,,,Station Street
11827017634,-33.7511556,150.6937139,,,
3937568230,-33.9069731,150.8678055,,,Wilson Road
11834089618,-33.8759889,150.8771575,,,
1928869822,-33.9477743,150.8994282,NSW,Casula,Kurrajong Road
1286302021,-33.9194401,150.9246498,,,
6817258319,-33.9548008,150.9440374,,,Village Way
1927218913,-33.9145805,150.9621001,,,Ernest Avenue
9467594908,-33.8593696,150.8975809,,,
4378114302,-33.8679205,150.9230191,,,Hamilton Road
12203460747,-33.8670834,150.9521896,,,
3141239293,-33.7661197,150.8210589,,,North Parade
2434575170,-33.7489665,150.879534,,,
9467352817,-33.8345794,150.9908519,,,McFarlane Street
2565663000,-33.8035289,150.9795849,NSW,Westmead,Darcy Road
11834093772,-33.7698348,150.9059279,,,
3737447690,-33.7728999,150.971111,,,Caroline Chisholm Drive
849157092,-33.7590089,150.9909112,,,Windsor Road
267673904,-33.6712368,150.6080029,,,White Cross Road
4144472194,-33.7326254,150.7817723,,,Central Place
3296509023,-33.5955212,150.7494905,,,
1436336329,-33.5817415,150.7207911,,,Riverview Street
9279500398,-33.6957965,150.8201378,,,
9295225313,-33.7057021,150.8761413,,,Railway Terrace
10877242451,-33.6581552,150.8802688,,,
3143491295,-33.7433082,150.9233881,,,James Cook Drive
537535100,-33.7182834,150.9201619,,,Sentry Drive
2365229637,-33.7329862,150.9626977,,,Century Circuit
1169791685,-33.7128398,150.9720455,,,
1974473597,-33.6921072,150.9258191,,,
1080476559,-33.6070776,150.818948,,,George Street
7730238318,-32.5924701,149.5892164,,,Church Street
3315887722,-32.2831154,150.8964941,,,Rutherford Road
6959383790,-32.232359,148.2390976,NSW,Narromine,Dandaloo Street
2455161608,-32.2502565,148.6000522,,,Macquarie Street
1010812558,-32.0519636,150.8668648,,,Kelly Street
2610157456,-31.1046378,150.9190762,,,Kathleen Street
388454248,-31.0926416,150.9323119,,,Peel Street
5872504538,-33.9532004,151.014525,,,Blamey Street
2624345614,-33.9163633,151.0373091,,,
2690125720,-33.9343534,151.0690979,,,Roseland Avenue
11005477513,-33.9060201,151.0564875,,,
11806433551,-33.8929981,151.0616442,,,
4986166743,-33.9232794,151.1018842,,,Charlotte Street
9828663372,-33.908082,151.1720376,,,Edinburgh Road
201642843,-33.8900655,151.1248645,,,
207331854,-33.8747396,151.1069987,,,Burwood Road
2043378064,-33.85721,151.1031659,NSW,Concord,Majors Bay Road
551463636,-33.867843,151.1290895,,,Garfield Street
1899876558,-33.8863247,151.1582955,,,
3610075758,-33.8838408,151.1932625,,,
9610209441,-33.8561794,151.1626686,,,
2445268314,-33.869488,151.1963751,,Pyrmont,Edward Street
6779489132,-33.8176983,150.9999003,NSW,Parramatta,Church Street
2227230517,-33.8083685,151.0064546,,,
11834301371,-33.8360618,151.0845422,,,
6576901203,-33.8244009,151.0790184,,,
3889911063,-33.8057925,151.0879015,NSW,West Ryde,Chatham Road
2902126168,-33.7687743,151.0278074,,,
3119943853,-33.775667,151.052619,,,
3910347158,-33.8313696,151.1279539,,,Flagstaff Street
10014702405,-33.811587,151.1069803,,,Cnr Devlin St & Blaxland Rd
5246573649,-33.8135343,151.1692596,,,Rosenthal Avenue
11145219512,-33.8236372,151.1950876,,,
6814009002,-33.823142,151.2011466,,,Willoughby Road
1248155778,-33.7781165,151.1209738,,,
8261144499,-33.7933008,151.1341846,,,
12761564249,-33.7741145,151.1672143,,,
28802903,-33.7935172,151.1864637,,,Victoria Avenue
579697278,-33.9443176,151.2238456,,,Bunnerong Road
4655090289,-33.9413484,151.238906,,,Anzac Parade
3390252746,-33.9048457,151.2131902,NSW,Zetland,O'Dea Avenue
2546391062,-33.8975883,151.2133838,NSW,Waterloo,Crystal Street
12163032635,-33.8919417,151.2120328,,,
4956462389,-33.8930023,151.2482435,,,
4236022275,-33.8929814,151.250827,,Bondi Junction,Oxford Street
3473228436,-33.8794577,151.2368122,,,
20827870,-33.8770719,151.2071568,,,
2073247385,-33.8750628,151.2224263,,,Darlinghurst Road
1343250217,-33.8656811,151.2062069,,,
4450003390,-33.8655396,151.2778593,,,Old South Head Road
4353558092,-33.8392858,151.2089699,,,
1916708985,-33.8296546,151.2186431,,,Military Road
2200909693,-33.7935191,151.2644589,,,Condamine Street
1692579894,-33.7989033,151.2870032,,Manly,Wentworth Street
1332278555,-33.769033,151.2661234,,,Old Pittwater Road
836020462,-33.7300036,151.0057637,,,
248180844,-33.7326235,151.1273443,,,Ray Street
2053851930,-33.7032774,151.1011196,,,Florence Street
11834329696,-33.7301922,151.1577059,,,Mona Vale Road
3123406337,-33.6127001,151.1381686,,,Turner Road
2267893633,-33.6964885,151.2949301,,,
570577953,-33.6758204,151.3055511,,Mona Vale,Park Street
6325242052,-33.6539986,151.3213907,,,Barrenjoey Road
6439994019,-33.4883964,151.3235683,NSW,Woy Woy,Railway Street
11834355856,-33.4668663,151.3827401,NSW,Kincumber,Avoca Drive
5021174101,-33.4464514,151.3733425,,,Sun Valley Road
3118226984,-33.4364166,151.3913424,,,Terrigal Drive
552841784,-33.428425,151.3159551,,,Brisbane Water Drive
623810974,-33.40486,151.3513842,,,Pacific Highway
1739341581,-33.3853616,151.3677247,,,Parsons Road
6364686440,-33.3079881,151.4099597,,,Wyong Road
5895209485,-33.3454432,151.4961917,,The Entrance,The Entrance Road
3084128496,-33.326793,151.4289037,,,Chittaway Road
6482336727,-33.2834061,151.423245,,,
3084114969,-33.2412704,151.5046423,,,Lake Haven Drive
11832528792,-33.2337086,151.5539219,,,
11834094256,-33.2159664,151.5108061,,,
2393649287,-32.8360952,151.3543493,,,North Avenue
799959491,-33.1065497,151.4876568,,,Yambo Street
4000197758,-33.1111822,151.5318097,NSW,Bonnells Bay,Fishery Point Road
2063892295,-33.0128182,151.5955157,,,The Boulevarde
354865594,-32.9242846,151.6232371,,,Main Road
3582317993,-33.0346122,151.6590708,,,Macquarie Street
366365343,-32.9736798,151.6464633,,,John Street
611543521,-32.9850489,151.6731519,,,
5449726121,-33.0133204,151.6842967,,,Ntaba Road
11820771234,-32.9636404,151.6942736,,,
598419217,-32.9354467,151.6419859,,,Lake Road
489520185,-32.9379729,151.7581818,,,Union Street
484581893,-32.9281344,151.7607959,,,Parry Street
2736034133,-32.762394,151.5921324,,,
7041170606,-32.7161265,151.5288545,,,East Mall
413460738,-32.9028057,151.6678557,,,Kokera Street
11806210384,-32.8766678,151.646572,,,
470367343,-32.9077062,151.7257102,,,Turton Road
4726982644,-32.5656019,151.1648281,,,John Street
7922125709,-32.6698376,151.3499958,,,Empire Street
2468391940,-32.7398764,151.8652867,,,Peppertree Road
11806315971,-32.7357125,151.9999559,,,
6250572091,-32.7365206,152.1075174,,,Town Centre Circuit
599454874,-32.6525353,152.1499594,,,Myall Quays Boulevarde
2526168539,-32.1991059,152.5189053,,,Breese Parade
7164925179,-31.8682,152.371,,,Isabella Street
3952962457,-31.9095234,152.4610345,,,Wynter Street
17134732,-31.6485654,152.796294,,,
986508449,-31.4577422,152.8745923,,,John Oxley Drive
17027753,-31.4771812,152.9146083,,,Ocean Drive
2272126829,-31.0812475,152.8418439,,,Belgrave Street
2296554735,-30.9072967,153.041933,,,
1788067732,-30.3238921,149.7827512,,,Maitland Street
937919092,-29.4609716,149.8408792,,,Balo Street
9435115530,-29.7395147,151.735611,,,Grey Street
2517091831,-29.0563849,152.017721,,,Rouse Street
4312020596,-30.3533663,153.0924909,,,Toormina Road
3235972697,-30.2066574,153.1492467,,,Moonee Beach Road
3722202460,-29.7064253,152.9385672,,,Bent Street
4191521425,-29.6911616,152.9350815,,,
402306616,-29.427775,153.3269682,,,Treelands Drive
3602708199,-27.5642359,151.9330916,,,Anzac Avenue
441038760,-27.5942932,151.9488857,,,Ruthven Street
2376876942,-27.5420719,151.9254162,,,Erin Street
1284241683,-27.5608918,151.9477731,,,Dent Street
3576837205,-27.5404538,151.9532491,,,Ruthven Street
1537317827,-27.4582303,151.9586328,,,Plaza Circle
1939135844,-27.5592789,152.2769333,,,Spencer Street
2264426181,-28.8625278,153.0503758,NSW,Casino,Canterbury Street
2924066154,-28.8100357,153.2857574,NSW,Lismore,Diadem Street
8515880306,-28.8223778,153.3266223,,,
5287029468,-28.8435498,153.4400563,NSW,Alstonville,Robertson Street
408409664,-28.3282734,153.3962399,,,Wollumbin Street
3610119492,-28.0992801,153.4250947,,,
2060864004,-28.1345264,153.4681847,,,
9322990502,-28.1223399,153.4726944,,,
1841274155,-28.8597452,153.5609415,,,Fox Street
4700169684,-28.5242473,153.546475,,,Rajah Road
4925840021,-28.2973795,153.570242,,,Casuarina Way
