lat,lon,polygon_id
-26.166554899631187,113.26448495333563,0
-25.992203830113283,113.28672470052544,0
-25.977132732938617,113.31058716982486,0
-25.99314911922167,113.32591503427996,0
-26.238903831064725,113.34524258553355,0
-26.20696000818046,113.35698810913583,0
-26.01041323468074,113.34281873562625,0
-25.995188437013947,113.3721240940365,0
-26.150902927161948,113.41174177959267,0
-26.143602987800804,113.46391756396105,0
-26.263194900075707,113.49693985433417,0
-26.25432266058317,113.5183736181157,0
-26.279871203973297,113.56220592131166,0
-26.520523172233926,113.58205188526874,0
-26.43278652743351,113.606491998382,0
-26.420002483393816,113.62467869915127,0
-26.437582382773794,113.64500070553954,0
-26.57970018934558,113.64833989174018,0
-26.59890685073727,113.68208448615998,0
-26.581691577542692,113.79312957759647,0
-26.55002064652794,113.79909102326644,0
-26.51140695035189,113.85108657569062,0
-26.350381427731058,113.86408566040845,0
-26.25981055977812,113.7719597473909,0
-26.237119966307198,113.67151838076828,0
-26.152513748780766,113.63274633975507,0
-26.10144875195879,113.56131886276718,0
-25.95361200334991,113.53905270932903,0
-25.93057559253027,113.50208784806193,0
-25.860841789686884,113.49253717591196,0
-25.735045431403652,113.40198352126374,0
-25.645480627496404,113.40487950059223,0
-25.497011322346626,113.49949951840783,0
-25.489582204433543,113.51837218707439,0
-25.504314747105663,113.5346091574162,0
-25.58812392093868,113.54005589411307,0
-25.61866735229186,113.59914589604544,0
-25.763636188906553,113.68814008746826,0
-25.7824104005034,113.74300531661036,0
-25.85517689421761,113.74328392735208,0
-25.879438858723244,113.77609814295622,0
-26.14539326389808,113.72528725577695,0
-26.178752352042686,113.74138765137782,0
-26.18505770736977,113.7852789171474,0
-26.11271461460584,113.83011537969873,0
-26.041925224233307,113.85790411434955,0
-25.941299469358956,113.83472453125661,0
-25.924819310493643,113.85916652618576,0
-25.96926339537255,113.92827067599059,0
-26.10687106440179,113.92633225636737,0
-26.13137038803054,113.96637616196243,0
-26.32327367562798,113.98914840500738,0
-26.375869694219027,114.0349752463139,0
-26.42351831510605,114.10373192033205,0
-26.362261176841173,114.19144595064913,0
-26.315599937020604,114.21282288786699,0
-26.196592150480047,114.17190833243694,0
-26.066559594382458,114.20630070346373,0
-25.97811225735307,114.16655097099907,0
-25.959205328040586,114.18326282528287,0
-25.964627192629205,114.23194454477616,0
-25.92774735402582,114.21422563031132,0
-25.85229972885044,114.23480145159847,0
-25.800830194839826,114.13864912505761,0
-25.45951346321152,113.91091207932153,0
-25.185720131900936,113.78676572402034,0
-25.114794433867928,113.67457931919483,0
